status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
pending,Recombinational Cloning with Plant Gateway Vectors,Mansour Karimi; Ann Depicker; Pierre Hilson,2007,PLANT PHYSIOLOGY,10.1104/pp.107.106989,https://openalex.org/W2037688791,,"The study of biological systems relies to a large extent on DNA cloning technologies enabling the analysis of recombinant genes through transgenic research. In this context, the advent of recombinational cloning methods was a significant progress because DNA fragments can now be assembled regardless of their sequence. In particular, the Gateway system was designed to join fragments in a predefined order, orientation, and reading frame. The recent development of transformation vectors and large-scale clone resources amply demonstrate that plant researchers have adopted the Gateway platform and that it will remain an important asset in projects requiring systematic cloning, modular assembly, and expression in various contexts. Agrobacterium tumefaciens binary vectors are widely used for plant transformation. They vary in size, origin of replication, bacterial selectable markers, T-DNA borders, and overall structure. Binary vectors are cumbersome to handle in conventional cloning schemes involving DNA restriction and ligation reactions, and substantial efforts have been invested in the creation of smaller vectors with a choice of unique restriction sites within the T-DNA region (Hajdukiewicz et al., 1994; Hellens et al., 2000a; Goderis et al., 2002; Tzfira et al., 2005; http://www.cambia.org/). But the recent introduction of robust site-specific recombinational cloning methods has greatly facilitated the construction of expression units in a large variety of in vivo and in vitro systems (Marsischky and LaBaer, 2004). In particular, the Gateway technology developed originally by researchers at Life Technologies, Inc. (Hartley et al., 2000), and now commercialized by Invitrogen, has been endorsed by a large community and compatible vectors have been created for most applications requiring the creation of recombinant DNA molecules. This review gives a summary of the site-specific Gateway recombinational cloning system and presents related vectors generated by different plant research laboratories. Schematic representation of att sites and Gateway recombination reactions. A, In a BP clonase reaction, attB sites (in a PCR product or plasmid) recombine with the matching attP sites of a donor vector (pDONR) to yield attL sites in a novel entry vector (pENTR) and attR sites in a byproduct. B, In a LR clonase reaction, attL sites in an entry vector (pENTR) recombine with the matching attR sites of a destination vector (pDEST) to yield attB in a novel expression vector (pEXPR) and attP in a byproduct. C, In a single MultiSite LR clonase reaction, the compatible att sites carried by entry clones originating from independent BP clonase reactions (in this example pENTR L4-fragment1-R1, pENTR L1-fragment2-L2, and pENTR R2-fragment3-L3) and by a MultiSite destination vector (for example pDEST R4-R3) recombine to yield a single contig in which the DNA fragments of interest are separated by short attB sites. Blue boxes, DNA fragments of interest assembled in BP and LR clonase reactions; black box with vertical white stripe, attB sites, also at the core of the attP, attL, and attR sites; yellow box, portion of the attP and attL sites; red box, portion of the attP and attR sites. B1 to B4, attB1 to attB4 sites; L1 to L4, attL1 to attL4; R1 to R4, attR1 to attR4. To enable directional cloning, the inventors of the Gateway system engineered variants of the original attB, attP, attL, and attR sites so that attB1 will react specifically with attP1, but not with attP2, attP3, etc. (Cheo et al., 2004; Sasaki et al., 2004). The standard oriented BP and LR reactions involving the att1 and att2 series (Fig. 1, A and B) always maintain the frame register that is necessary to build translational fusions. The availability of multiple recombination site series is also useful in alternative protocols to assemble simultaneously multiple DNA fragments in a single LR clonase reaction yielding an expression clone with two or more contiguous DNA fragments in predefined order and orientation. This specific technology with more than two att series has been dubbed MultiSite Gateway and has already been adapted for the construction of plant binary destination vectors (Fig. 1C; Karimi et al., 2005). For additional information about the basics of the Gateway technology, the reader is referred to the manuals accessible online (http://www.invitrogen.com/). A given destination vector intended for a particular functional assay can be recombined with any sequence captured in a compatible entry clone. Conversely, the same entry clone (such as an open reading frame [ORF] entry clone) can be recombined with many different destination vectors. The resulting expression clones are the constructs used to test gene functions, for example after transformation into plants. Typically, the desired plasmids are created by in vitro recombination, transformed in Escherichia coli strains, and segregated from other reaction by-products and input vectors through appropriate antibiotic selection and counterselection based on the ccdB (control of cell death) gene (Hartley et al., 2000). Importantly, the backbones of the plant binary T-DNA destination vectors must contain different bacterial antibiotic resistance markers from the donor (and entry) vectors (Table I Gateway plant binary destination vectors The asterisk refers to the DNA selectable markers as indicated in the T-DNA marker column. BSM, Bacterial selectable markers; Cm, chloramphenicol; K, kanamycin; Sm, streptomycin; Sp, spectinomycin. RfA, RfB, or RfC, Gateway reading frames. T-DNA selectable markers: B, Basta; H, hygromycin; K, kanamycin; NM, no marker. References are: 1, Karimi et al. (2002); 2, Curtis and Grossniklaus (2003); 3, Earley et al. (2006); 4, Karimi et al. (2007); 5, Helliwell and Waterhouse (2003); 6, Hilson et al. (2004); 7, http://www.pi.csiro.au/rnai/vectors.htm; 8, Wielopolska et al. (2005); 9, http://www.bio.utk.edu/vonarnim/BRET/BRET-vectors.html; 10, Joubès et al. (2004); 11, De Schutter et al. 2007; 12, Brand et al. (2006); 13, Brown et al. (2006); 14, Rohila et al. (2006); 15, Van Leene et al. (2007); 16, Liu et al. (2002); 17, http://www.psb.ugent.be/gateway/; 18, Karimi et al. (2005); 19, Marjanac et al. (2007). Other useful resources include: http://www.biology.wustl.edu/pikaard/Vectors%20homepage.html; http://www.cambia.org/daisy/cambia/home.html; and http://www.unizh.ch/botinst/Devo_Website/curtisvector/. RLUC, Renilla LUC; hRLUC, humanized LUC. Gateway plant binary destination vectors The asterisk refers to the DNA selectable markers as indicated in the T-DNA marker column. BSM, Bacterial selectable markers; Cm, chloramphenicol; K, kanamycin; Sm, streptomycin; Sp, spectinomycin. RfA, RfB, or RfC, Gateway reading frames. T-DNA selectable markers: B, Basta; H, hygromycin; K, kanamycin; NM, no marker. References are: 1, Karimi et al. (2002); 2, Curtis and Grossniklaus (2003); 3, Earley et al. (2006); 4, Karimi et al. (2007); 5, Helliwell and Waterhouse (2003); 6, Hilson et al. (2004); 7, http://www.pi.csiro.au/rnai/vectors.htm; 8, Wielopolska et al. (2005); 9, http://www.bio.utk.edu/vonarnim/BRET/BRET-vectors.html; 10, Joubès et al. (2004); 11, De Schutter et al. 2007; 12, Brand et al. (2006); 13, Brown et al. (2006); 14, Rohila et al. (2006); 15, Van Leene et al. (2007); 16, Liu et al. (2002); 17, http://www.psb.ugent.be/gateway/; 18, Karimi et al. (2005); 19, Marjanac et al. (2007). Other useful resources include: http://www.biology.wustl.edu/pikaard/Vectors%20homepage.html; http://www.cambia.org/daisy/cambia/home.html; and http://www.unizh.ch/botinst/Devo_Website/curtisvector/. RLUC, Renilla LUC; hRLUC, humanized LUC. Lastly, small high-copy E. coli plasmids are routinely introduced into plant cells or protoplasts via methods that do not require Agrobacterium-mediated delivery, such as particle bombardment, polyethylene glycol/Ca2+ transfection, or electroporation. These plasmids have also been adapted for plant transgene construction via Gateway recombinational cloning (Table II Gateway high-copy plant destination vectors All vectors carry the ampicillin bacterial selectable marker. RfA or RfB, Gateway reading frames. References are: 1, Karimi et al. (2002); 2, Tzfira et al. (2005); 3, http://www.bio.utk.edu/vonarnim/BRET/BRET-vectors.html; 4, Walter et al. (2004); 5, Ehlert et al. (2006); 6, M. Karimi, S. Bernacki, P. Hilson, and D. Robertson, unpublished data; 7, Karimi et al. (2005). Gateway high-copy plant destination vectors All vectors carry the ampicillin bacterial selectable marker. RfA or RfB, Gateway reading frames. References are: 1, Karimi et al. (2002); 2, Tzfira et al. (2005); 3, http://www.bio.utk.edu/vonarnim/BRET/BRET-vectors.html; 4, Walter et al. (2004); 5, Ehlert et al. (2006); 6, M. Karimi, S. Bernacki, P. Hilson, and D. Robertson, unpublished data; 7, Karimi et al. (2005). Because the Gateway system has proven efficient, flexible, and reliable, several laboratories have constructed a wide range of Gateway destination vectors for the analysis of plant genetic elements. An overview of the structure of these vectors and their applications according to the type of functional assays for which they were designed is given below. In destination vectors designed for gene overexpression, a standard Gateway cassette (attR1-ccdB-attR2) is placed downstream of the CaMV 35S promoter and upstream of a standard terminator (Tables I, nos. 1–6 and II, no. 1). A similar configuration can be obtained with MultiSite Gateway binary vectors for two or three fragment recombination (Table I, nos. 84–88) with the added advantage that any strong, inducible, or tissue-specific promoter captured in an entry vector (attL4-promoter-attR1) can be fused with any gene of interest present in another entry clone (attL1-gene-attL2). Already, a collection of sequence-validated promoters (including CaMV 35S, Cassava vein mosaic virus [CsVMV], A. tumefaciens nopaline synthase [nos], maize [Zea mays] ubiquitin [ubi], and A. rhizogenes rolD) is available for MultiSite LR reaction that is complemented with terminator entry clones (attR2-terminator-attL3) including CaMV 35S, nos, octopine synthase, and gene7 (Karimi et al., 2007). For certain experiments gene expression has to be induced at a chosen time, for example to characterize loss- or gain-of-function mutations that cause embryo lethality. Vectors that have been constructed for the inducible transcriptional activation of a gene of interest are described below. An alternative system has been devised for misexpression restricted to clonal sectors. In this configuration, the gene of interest is cloned in a Gateway cassette placed downstream of the 35S CaMV promoter, but separated from it by a spacer containing a gene coding for the ENHANCED GFP (EGFP) flanked by loxP sites. Another transgene carried within the same T-DNA expresses the CRE recombinase under the control of the promoter of the heat shock protein gene HSP18.2 of Arabidopsis (Arabidopsis thaliana). To avoid any unwanted CRE activity, the CRE enzyme is fused to the mammalian glucocorticoid receptor (GR) domain that localizes the hybrid protein into the nucleus only in the presence of dexamethasone (DEX). Thereby, the gene of interest is constitutively activated upon combined heat and DEX treatments, resulting in the excision of the EGFP spacer by CRE recombination of the two loxP sites. The activation sectors are marked by the absence of the GFP fluorescence (Joubès et al., 2004; Table I, no. 66). CRE-GR-mediated activation was used successfully in tobacco (Nicotiana tabacum) Bright Yellow-2 cells, but not in Arabidopsis (L. De Veylder, personal communication). A similar system, proven to be reliable in Arabidopsis root tissues, was constructed in which CRE activity does not require DEX treatment (De Schutter et al., 2007; Table I, no. 67). Independently, binary destination vectors have also been created for cloning any promoter of choice upstream of the CRE ORF (Marjanac et al., 2007; Table I, no. 89). The transcriptional activity of a promoter can be characterized by the temporal and spatial expression patterns of a reporter protein. In such studies, the promoter sequence must first be cloned upstream of the corresponding reporter gene. Alternatively, the presence of a protein of interest can be monitored if it carries a tag at its C or N terminus, after transcription under the control of its own promoter (Tables I, nos. 10–13,17–20 and II, no. 2) or of a heterologous strong promoter, such as CaMV 35S (Tables I, nos. 29–63 and II, nos. 3–18). When the added domain in a translational fusion codes for a fluorescent protein or an epitope tag, the protein of interest can be localized subcellularly by microscopic analysis of living or fixed cells (Citovsky et al., 2006). Binary destination vectors have been designed in which a standard Gateway cassette (attR1-ccdB-attR2) precedes the ORF coding for an enzyme (luciferase [LUC] or GUS), a fluorescent protein (GFP, yellow fluorescent protein [YFP], cyan fluorescent protein [CFP], or red fluorescent protein [RFP]), with or without a nuclear localization signal, a purification tag (polyhistidine [6xHis]), an epitope tag (hemagglutinin [HA], FLAG, c-Myc, or AcV5), or a combination of these (Table I, nos. 9–20). The same final configuration can be obtained via MultiSite Gateway recombination (Table I, no. 21). In some of these constructs, the spacer at the 3′ end of the inserted fragment (with regard to transcription) is structured to enable translational fusion so that a protein of interest encoded in a DNA sequence with its native promoter can be expressed with an additional domain at its C terminus (Table I, nos. 11–20). This type of arrangement is necessary to study cis-regulatory sequences located in introns or exons. The MultiSite Gateway system can also be used to assemble a promoter of choice (attL4-promoter-attR1), the selected reporter tag or and the gene coding for the protein of interest or in a compatible destination vector (Table I, no. sequence-validated reporter entry clones are available for such LR cloning or epitope or or enzyme or of or (Karimi et al., 2007). In Gateway constructs translational the or captured in the entry clones are assembled in the same frame register and are separated by attB sites coding for for and for that the encoded in attB sites are than encoded in multiple restriction cloning sites, or In the or of a functional assay involving translational fusion does not on a particular cloning but on a The ORF structure in the entry clones to be constructs are designed for expression of For it be to a tag at the N terminus of the characterized protein at or its C terminus that are for at of the Arabidopsis protein coding sequences a et al., that not be functional fused to an additional tag or cause the tag to be the protein. the other the of a tag of the original from the on downstream ORF entry clones have to be generated in open or (with native et al., 2006). systems have been developed for gene activation or They an that codes for an transcription expressed in restricted tissues, at or upon or and a in which an promoter the transcription of a gene under activated by the transcription these is in research projects requiring the combination of multiple and by transformation or via The plant system has been developed for the of gene expression by the and adapted to the Gateway When to and the transcription that of three DNA transcriptional activation and receptor et al., 2000). In the vector (Table I, no. any promoter or sequence can be cloned upstream of the ORF et al., 2006). In another the transgene is located in the same T-DNA as a gene that the domain of activation (Table I, no. vectors (Table I, nos. an promoter upstream of a Gateway cassette (attR1-ccdB-attR2) for transcriptional of any gene of to a bacterial ampicillin resistance gene and a origin of that can be used for (Table I, nos. of another system have been for MultiSite Gateway cloning (Karimi et al., 2007). is based on of two transcription of the activation domain fused to the bacterial domain et al., that is constitutively et al., and that the domain and is inducible by DEX treatment et al., 2005). and to and as as a promoter have been captured in entry Thereby, the and at the core of this system can be assembled via MultiSite cloning (Karimi et al., 2007). the introduction of plant transformation technology, plant gene was by at from transgenic via a et al., Gateway vectors be used to this In have been to gene via 2007). In particular, that the of small are in plant cells et al., 2000). it is not to a for the transcription of corresponding to the two of the same DNA an of the Gateway LR recombination this et al., The sequence for captured in an entry clone is in a single LR clonase reaction in a destination vector two independent Gateway separated by an spacer The Gateway are that their attR1 and recombination sites are with to so that the two of the sequence are to in the resulting expression clone. binary destination vectors have been constructed according to this They in structure of the and promoter the transcription of the (Table I, nos. a vector has been created for the of advantage of the system et al., 2005; Table I, no. Alternatively, the of vectors for the expression of under the control of any promoter of choice can also be facilitated by a only involving MultiSite Gateway cloning, as described M. Karimi, M. A. A. D. S. and P. Hilson, unpublished The LR clonase reaction is most with destination vectors in which the sequence the attR sites (including the ccdB is inserted as a (Table I, nos. of an and A of based on the constructs described is that the attB1 and sites that are to expression of an independent transgene including the same Gateway sites and P. Hilson, unpublished have also been used to plant genes et al., et al., 2006). These are engineered from (such as in which the two short sequences that the which are and by sequences chosen to be as specific as to the et al., 2005). via specific and can be induced under the control of specific the original described by et al. to an in a single PCR that three DNA can be adapted to the Gateway cloning by of the attB1 and recombination sites restriction at the of the The resulting can be captured in an entry clone into a destination vector as any other via a standard or MultiSite LR clonase reaction, for transcription in different tissues, at various or upon The of the attB sites at the of an sequence does not its M. Karimi, M. A. A. D. S. and P. Hilson, unpublished data; and personal communication). gene has also been used to gene expression in et al., 2004; Robertson, 2004). In are with a vector a fragment from a gene. have the advantage to the to for but are on its is to certain tissues, but this restriction be by the of the vectors have been to be compatible with Gateway cloning (Tables I, no. and II, no. functional such as the of require the into selected of an DNA binary destination vectors have been designed for such fragment (Table I, nos. In some of the T-DNA also a reporter (Table I, no. enabling the transformed and cells in tissues, such as upon A. transformation et al., et al., 2006). The in living cells can be with methods that require the of via translational For purification the tag codes for a domain that and with to or multiple fixed on and with cell et al., of the of the the in the can be by For fluorescence two hybrid are of a fluorescent or When the they a functional fluorescent protein that is of two via fluorescence relies on the a different fluorescent In such the donor and (such as and into a in the fluorescence of the donor fluorescence and fluorescence have already been in plant cells through Gateway destination vectors for the of with various et al., Van Leene et al., fluorescent et al., or and et al., et al., I, nos. and II, nos. and systems in which the protein upon is a transcriptional and have also been adapted for plant cell assays et al., 2006). In this the translational are expressed for in polyethylene from two independent Gateway expression clones and under the control of the 35S CaMV The for the domain or the activation domain of and a nuclear localization The reporter is encoded in a in which a promoter containing sites the transcription of the enzyme (Table II, nos. can be to multiple in a single MultiSite Gateway recombinational cloning can this Binary destination vectors have been created for the expression of two or three genes under the control of different strong plant promoters (Table I, nos. and the final expression gene must be first captured in a entry clone or and a Gateway destination The two or three destination are located in the T-DNA region of a plant binary destination vector and are flanked by different promoter and terminator sequences (Karimi et al., 2007). Another vector system has been designed for the of multiple into the same binary destination vector via of LR involving two of entry clones et al., 2006). advantage of different of attL and attR sites, and of two bacterial selection markers and In this system, added in a transgene also carries the Gateway cassette the is recombined in the in a of that Gateway cloning in (for 2007). only and MultiSite Gateway the of PCR hybrid (including attB and for the creation of an entry clone in a BP reaction an attB in an appropriate vector the and the creation of an expression clone resulting from a or a MultiSite LR clonase reaction, based on the recombined entry and destination All generated are as sequence and with the entry clones genetic are because the same multiple laboratories can be used in any assay for which destination vectors The Gateway system is for systematic cloning projects because the specific BP and LR on sites of to to by and can be regardless of the sequence of the it is robust for and large-scale clone have already been containing Arabidopsis genetic captured in Gateway clones (for Hilson, Arabidopsis 2007). They and in which the original is or to enable the of a sequence coding for an tag, and sequence used for et al., 2004; et al., 2007). of Arabidopsis promoters et al., and are or will be available in a as as similar resources on the sequence of other plant the of of constructs is not an researchers can novel functional assays based on cloned sequence laboratories have already developed genetic advantage of the and of the Gateway cloning Another example of applications is a Gateway cassette including sequences for the of in plant et al., 2007; M. Karimi and A. unpublished to no has on the of recombination att site sequences in for the creation of The Gateway system is commercialized for research only and is by of the in transgenic as a research not as a product an important the transformation of many constructs into plants. For certain studies, such as transcriptional or plant assays in or transformed cells have proven useful to genetic et al., 2004; De et al., 2005; et al., 2005; Ehlert et al., et al., 2007). assays in many are also in alternative heterologous systems for which Gateway destination vectors are such as and to protein et al., et al., and transcriptional et al., in vitro protein for the of protein et al., more in for the of in large necessary for or the same genetic for plant assays also in other and to the functional the many a plant the recent development of plant transformation vectors and large-scale clone plant researchers have adopted the Gateway cloning In the this platform will remain an important asset in projects requiring systematic cloning, modular assembly, and expression in various contexts. To advantage of the of the system, experiments the DNA fragments they are not already available as Gateway entry In this context, and are to the of resources in a and for and De for in the","dblp, openalex, scopus, ieee",human,,human,
pending,Survey of Research on Software Clones,Rainer Koschke,2007,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/dagsemproc.06301.13,https://openalex.org/W1857184435,,"This report summarizes my overview talk on software clone detection research. It first discusses the notion of software redundancy, cloning, duplication, and similarity. Then, it describes various categorizations of clone types, empirical studies on the root causes for cloning, current opinions and wisdom of consequences of cloning, empirical studies on the evolution of clones, ways to remove, to avoid, and to detect them, empirical evaluations of existing automatic clone detector performance (such as recall, precision, time and space consumption) and their fitness for a particular purpose, benchmarks for clone detector evaluations, presentation issues, and last but not least application of clone detection in other related fields. After each summary of a subarea, I am listing open research questions.","dblp, openalex, scopus, ieee",human,,human,
pending,A survey of software refactoring,Tom Mens; Tom Tourwé,2004,IEEE Transactions on Software Engineering,10.1109/tse.2004.1265817,https://openalex.org/W2171383742,,"We provide an extensive overview of existing research in the field of software refactoring. This research is compared and discussed based on a number of different criteria: the refactoring activities that are supported, the specific techniques and formalisms that are used for supporting these activities, the types of software artifacts that are being refactored, the important issues that need to be taken into account when building refactoring tool support, and the effect of refactoring on the software process. A running example is used to explain and illustrate the main concepts.","dblp, openalex, scopus, ieee",human,,human,
pending,"The Biodiversity of the Mediterranean Sea: Estimates, Patterns, and Threats",Marta Coll; Chiara Piroddi; Jeroen Steenbeek; Kristin Kaschner; Frida Ben Rais Lasram; Jacopo Aguzzi; Enric Ballesteros; Carlo Nike Bianchi; Jordi Corbera; Thanos Dailianis; Roberto Danovaro; Marta Estrada; Carlo Froglia; Bella S. Galil; Josep M. Gasol; Ruthy Gertwagen; João Gil; François Guilhaumon; Kathleen Kesner‐Reyes; Miltiadis‐Spyridon Kitsos; Athanasios Koukouras; Nikolaos Lampadariou; Elijah Laxamana; Carlos M. López-Fé de la Cuadra; Heike K. Lotze; Daniel Martín; David Mouillot; Daniel Oró; Saša Raicevich; Josephine Rius-Barile; José Ignacio Sáiz-Salinas; Carles San Vicente; Samuel Somot; José Templado; Xavier Turón; Dimitris Vafidis; Roger Villanueva; Eleni Voultsiadou,2010,PLoS ONE,10.1371/journal.pone.0011842,https://openalex.org/W2073423327,,"The Mediterranean Sea is a marine biodiversity hot spot. Here we combined an extensive literature analysis with expert opinions to update publicly available estimates of major taxa in this marine ecosystem and to revise and update several species lists. We also assessed overall spatial and temporal patterns of species diversity and identified major changes and threats. Our results listed approximately 17,000 marine species occurring in the Mediterranean Sea. However, our estimates of marine diversity are still incomplete as yet-undescribed species will be added in the future. Diversity for microbes is substantially underestimated, and the deep-sea areas and portions of the southern and eastern region are still poorly known. In addition, the invasion of alien species is a crucial factor that will continue to change the biodiversity of the Mediterranean, mainly in its eastern basin that can spread rapidly northwards and westwards due to the warming of the Mediterranean Sea. Spatial patterns showed a general decrease in biodiversity from northwestern to southeastern regions following a gradient of production, with some exceptions and caution due to gaps in our knowledge of the biota along the southern and eastern rims. Biodiversity was also generally higher in coastal areas and continental shelves, and decreases with depth. Temporal trends indicated that overexploitation and habitat loss have been the main human drivers of historical changes in biodiversity. At present, habitat loss and degradation, followed by fishing impacts, pollution, climate change, eutrophication, and the establishment of alien species are the most important threats and affect the greatest number of taxonomic groups. All these impacts are expected to grow in importance in the future, especially climate change and habitat degradation. The spatial identification of hot spots highlighted the ecological importance of most of the western Mediterranean shelves (and in particular, the Strait of Gibraltar and the adjacent Alboran Sea), western African coast, the Adriatic, and the Aegean Sea, which show high concentrations of endangered, threatened, or vulnerable species. The Levantine Basin, severely impacted by the invasion of species, is endangered as well. This abstract has been translated to other languages (File S1).","dblp, openalex, scopus, ieee",human,,human,
pending,Acquired Resistance and Clonal Evolution in Melanoma during BRAF Inhibitor Therapy,Hubing Shi; Willy Hugo; Xiangju Kong; Aayoung Hong; Richard C. Koya; Gatien Moriceau; Thinle Chodon; Rongqing Guo; Douglas B. Johnson; Kimberly B. Dahlman; Mark C. Kelley; Richard Kefford; Bartosz Chmielowski; John A. Glaspy; Jeffrey A. Sosman; Nicolas van Baren; Georgina V. Long; Antoni Ribas; Roger S. Lo,2013,Cancer Discovery,10.1158/2159-8290.cd-13-0642,https://openalex.org/W2105660237,,"Abstract BRAF inhibitors elicit rapid antitumor responses in the majority of patients with BRAFV600-mutant melanoma, but acquired drug resistance is almost universal. We sought to identify the core resistance pathways and the extent of tumor heterogeneity during disease progression. We show that mitogen-activated protein kinase reactivation mechanisms were detected among 70% of disease-progressive tissues, with RAS mutations, mutant BRAF amplification, and alternative splicing being most common. We also detected PI3K–PTEN–AKT–upregulating genetic alterations among 22% of progressive melanomas. Distinct molecular lesions in both core drug escape pathways were commonly detected concurrently in the same tumor or among multiple tumors from the same patient. Beyond harboring extensively heterogeneous resistance mechanisms, melanoma regrowth emerging from BRAF inhibitor selection displayed branched evolution marked by altered mutational spectra/signatures and increased fitness. Thus, melanoma genomic heterogeneity contributes significantly to BRAF inhibitor treatment failure, implying upfront, cotargeting of two core pathways as an essential strategy for durable responses. Significance: This study provides critical insights into how human BRAF-mutant melanoma, a malignancy with marked mutational burden, escapes from BRAF inhibitors. Understanding the core resistance pathways as well as tumor heterogeneity, fitness, and mutational patterns, which emerge under drug selection, lays a foundation to rationalize clinical studies and investigate mechanisms of disease progression. Cancer Discov; 4(1); 80–93. ©2013 AACR. See related commentary by Solit and Rosen, p. 27 This article is highlighted in the In This Issue feature, p. 1","dblp, openalex, scopus, ieee",human,,human,
pending,An empirical study on the maintenance of source code clones,Suresh Thummalapenta; Luigi Cerulo; Lerina Aversano; Massimiliano Di Penta,2009,Empirical Software Engineering,10.1007/s10664-009-9108-x,https://openalex.org/W2013638584,,,"dblp, openalex, scopus, ieee",human,,human,
kept,"""Cloning Considered Harmful"" Considered Harmful",Cory Kapser; Michael W. Godfrey,2006,,10.1109/wcre.2006.1,https://openalex.org/W2101251407,qualifies; counter,"Current literature on the topic of duplicated (cloned) code in software systems often considers duplication harmful to the system quality and the reasons commonly cited for duplicating code often have a negative connotation. While these positions are sometimes correct, during our case studies we have found that this is not universally true, and we have found several situations where code duplication seems to be a reasonable or even beneficial design option. For example, a method of introducing experimental changes to core subsystems is to duplicate the subsystem and introduce changes there in a kind of sandbox testbed. As features mature and become stable within the experimental subsystem, they can then be introduced gradually into the stable code base. In this way risk of introducing instabilities in the stable version is minimized. This paper describes several patterns of cloning that we have encountered in our case studies and discusses the advantages and disadvantages associated with using them","dblp, openalex, scopus, ieee",human,,human,
pending,Cloning and characterization of chi-1: a developmentally regulated member of a novel class of the ionotropic glutamate receptor family,AM Ciabarra; JM Sullivan; L.G Gahn; Gerlinde Pecht; Steve Heinemann; KA Sevarino,1995,Journal of Neuroscience,10.1523/jneurosci.15-10-06498.1995,https://openalex.org/W1919210158,,"Ionotropic glutamate receptors are composed of homomeric or heteromeric configurations of glutamate receptor subunits. We have cloned a member of a novel class of the rat ionotropic glutamate receptor family, termed chi-1. This subunit exhibits an average identity of 27% to NMDA subunits and 23% to non-NMDA subunits. Regional transcript levels of chi-1 are elevated just prior to and during the first postnatal week, with the highest levels present in the spinal cord, brainstem, hypothalamus, thalamus, CA1 field of the hippocampus, and amygdala. The spatial distribution of chi-1 expression is similar from postnatal day 1 (P1) to adulthood. However, transcript levels decline sharply between P7 and P14 and remain attenuated into adulthood. Functional expression studies in Xenopus oocytes injected with in vitro transcribed chi-1 RNA did not demonstrate agonist-activated currents. Pairwise expression of chi-1 with members of the AMPA, KA, or delta class of glutamate recepto subunits either failed to generate agonist-activated currents or failed to alter the underlying current generated by the coexpressed subunit. However, coexpression of chi-1 with subunits forming otherwise functional NMDA receptors resulted in an inhibition of current responses. Since chi-1 did not alter the currents generated by non-NMDA subunits, this suggests that chi-1 may specifically interact with NMDA receptor subunits. Further characterization will be required to establish the precise role of this glutamate receptor subunit in neuronal signaling.","dblp, openalex, scopus, ieee",human,,human,
pending,Inference of Bacterial Microevolution Using Multilocus Sequence Data,Xavier Didelot; Daniel Falush,2006,Genetics,10.1534/genetics.106.063305,https://openalex.org/W2157991545,,"We describe a model-based method for using multilocus sequence data to infer the clonal relationships of bacteria and the chromosomal position of homologous recombination events that disrupt a clonal pattern of inheritance. The key assumption of our model is that recombination events introduce a constant rate of substitutions to a contiguous region of sequence. The method is applicable both to multilocus sequence typing (MLST) data from a few loci and to alignments of multiple bacterial genomes. It can be used to decide whether a subset of isolates share common ancestry, to estimate the age of the common ancestor, and hence to address a variety of epidemiological and ecological questions that hinge on the pattern of bacterial spread. It should also be useful in associating particular genetic events with the changes in phenotype that they cause. We show that the model outperforms existing methods of subdividing recombinogenic bacteria using MLST data and provide examples from Salmonella and Bacillus. The software used in this article, ClonalFrame, is available from http://bacteria.stats.ox.ac.uk/.","dblp, openalex, scopus, ieee",human,,human,
pending,Gradient-based learning applied to document recognition,Yann LeCun; Léon Bottou; Yoshua Bengio; Patrick Haffner,1998,Proceedings of the IEEE,10.1109/5.726791,https://openalex.org/W2112796928,,"Multilayer neural networks trained with the back-propagation algorithm constitute the best example of a successful gradient based learning technique. Given an appropriate network architecture, gradient-based learning algorithms can be used to synthesize a complex decision surface that can classify high-dimensional patterns, such as handwritten characters, with minimal preprocessing. This paper reviews various methods applied to handwritten character recognition and compares them on a standard handwritten digit recognition task. Convolutional neural networks, which are specifically designed to deal with the variability of 2D shapes, are shown to outperform all other techniques. Real-life document recognition systems are composed of multiple modules including field extraction, segmentation recognition, and language modeling. A new learning paradigm, called graph transformer networks (GTN), allows such multimodule systems to be trained globally using gradient-based methods so as to minimize an overall performance measure. Two systems for online handwriting recognition are described. Experiments demonstrate the advantage of global training, and the flexibility of graph transformer networks. A graph transformer network for reading a bank cheque is also described. It uses convolutional neural network character recognizers combined with global training techniques to provide record accuracy on business and personal cheques. It is deployed commercially and reads several million cheques per day.","dblp, openalex, scopus, ieee",human,,human,
kept,Late propagation in software clones,Liliane Barbour; Foutse Khomh; Ying Zou,2011,,10.1109/icsm.2011.6080794,https://openalex.org/W2018890516,supports; corroboration,"Two similar code segments, or clones, form a clone pair within a software system. The changes to the clones over time create a clone evolution history. In this work we study late propagation, a specific pattern of clone evolution. In late propagation, one clone in the clone pair is modified, causing the clone pair to become inconsistent. The code segments are then re-synchronized in a later revision. Existing work has established late propagation as a clone evolution pattern, and suggested that the pattern is related to a high number of faults. In this study we examine the characteristics of late propagation in two long-lived software systems using the Simian and CCFinder clone detection tools. We define 8 types of late propagation and compare them to other forms of clone evolution. Our results not only verify that late propagation is more harmful to software systems, but also establish that some specific cases of late propagations are more harmful than others. Specifically, two cases are most risky: (1) when a clone experiences inconsistent changes and then a re-synchronizing change without any modification to the other clone in a clone pair; and (2) when two clones undergo an inconsistent modification followed by a re-synchronizing change that modifies both the clones in a clone pair.","dblp, openalex, scopus, ieee",human,,human,
